week_start,week_idx,campaign_id,product_family,region,spend,impressions,promo_flag,promo_depth
2026-06-22,25,CMP-family_c-APAC,family_c,APAC,4102.709499130233,164108,False,0.0
2026-06-22,25,CMP-family_d-EMEA,family_d,EMEA,3644.018022533574,145760,False,0.0
2026-06-22,25,CMP-family_d-AMER,family_d,AMER,4658.2646808018535,186330,False,0.0
2026-06-22,25,CMP-family_d-APAC,family_d,APAC,3997.157230661445,159886,False,0.0
2026-06-29,26,CMP-family_a-EMEA,family_a,EMEA,3862.1339999686,154485,False,0.0
2026-06-29,26,CMP-family_a-AMER,family_a,AMER,7756.918115504997,310276,True,0.15
2026-06-29,26,CMP-family_a-APAC,family_a,APAC,3640.4349648735983,145617,False,0.0
2026-06-29,26,CMP-family_b-EMEA,family_b,EMEA,3743.995828476507,149759,False,0.0
2026-06-29,26,CMP-family_b-AMER,family_b,AMER,4479.611860169228,179184,False,0.0
2026-06-29,26,CMP-family_b-APAC,family_b,APAC,4153.242827531992,166129,False,0.0
2026-06-29,26,CMP-family_c-EMEA,family_c,EMEA,3686.1039691015376,147444,False,0.0
2026-06-29,26,CMP-family_c-AMER,family_c,AMER,4446.790739097097,177871,False,0.0
2026-06-29,26,CMP-family_c-APAC,family_c,APAC,3850.9748475700712,154038,False,0.0
2026-06-29,26,CMP-family_d-EMEA,family_d,EMEA,3691.5003373455775,147660,False,0.0
2026-06-29,26,CMP-family_d-AMER,family_d,AMER,4503.431662087013,180137,False,0.0
2026-06-29,26,CMP-family_d-APAC,family_d,APAC,3762.857829335226,150514,False,0.0
2026-07-06,27,CMP-family_a-EMEA,family_a,EMEA,3902.2024700913453,156088,False,0.0
2026-07-06,27,CMP-family_a-AMER,family_a,AMER,7451.517292412393,298060,True,0.15
2026-07-06,27,CMP-family_a-APAC,family_a,APAC,3809.317633141585,152372,False,0.0
2026-07-06,27,CMP-family_b-EMEA,family_b,EMEA,3817.1434673407452,152685,False,0.0
2026-07-06,27,CMP-family_b-AMER,family_b,AMER,4362.720232319244,174508,False,0.0
2026-07-06,27,CMP-family_b-APAC,family_b,APAC,3821.3389010483634,152853,False,0.0
2026-07-06,27,CMP-family_c-EMEA,family_c,EMEA,3677.039506843459,147081,False,0.0
2026-07-06,27,CMP-family_c-AMER,family_c,AMER,4317.928019722299,172717,False,0.0
2026-07-06,27,CMP-family_c-APAC,family_c,APAC,4015.438383915357,160617,False,0.0
2026-07-06,27,CMP-family_d-EMEA,family_d,EMEA,3815.129108329915,152605,False,0.0
2026-07-06,27,CMP-family_d-AMER,family_d,AMER,5343.797436948725,213751,False,0.0
2026-07-06,27,CMP-family_d-APAC,family_d,APAC,3827.997387573904,153119,False,0.0
2026-07-13,28,CMP-family_a-EMEA,family_a,EMEA,4083.204640811947,163328,False,0.0
2026-07-13,28,CMP-family_a-AMER,family_a,AMER,6788.808664522905,271552,True,0.15
2026-07-13,28,CMP-family_a-APAC,family_a,APAC,3937.4863694826795,157499,False,0.0
2026-07-13,28,CMP-family_b-EMEA,family_b,EMEA,3881.7480494886777,155269,False,0.0
2026-07-13,28,CMP-family_b-AMER,family_b,AMER,4572.024196880091,182880,False,0.0
2026-07-13,28,CMP-family_b-APAC,family_b,APAC,4258.90812743878,170356,False,0.0
2026-07-13,28,CMP-family_c-EMEA,family_c,EMEA,3958.3453322103446,158333,False,0.0
2026-07-13,28,CMP-family_c-AMER,family_c,AMER,4312.454086151387,172498,False,0.0
2026-07-13,28,CMP-family_c-APAC,family_c,APAC,4016.6940088665497,160667,False,0.0
2026-07-13,28,CMP-family_d-EMEA,family_d,EMEA,3799.2370148071104,151969,False,0.0
2026-07-13,28,CMP-family_d-AMER,family_d,AMER,4564.820187713217,182592,False,0.0
2026-07-13,28,CMP-family_d-APAC,family_d,APAC,4314.610905911967,172584,False,0.0
2026-07-20,29,CMP-family_a-EMEA,family_a,EMEA,4186.055208873361,167442,False,0.0
2026-07-20,29,CMP-family_a-AMER,family_a,AMER,7752.721773006172,310108,True,0.15
2026-07-20,29,CMP-family_a-APAC,family_a,APAC,4104.259982410532,164170,False,0.0
2026-07-20,29,CMP-family_b-EMEA,family_b,EMEA,3993.683135298889,159747,False,0.0
2026-07-20,29,CMP-family_b-AMER,family_b,AMER,4241.678004977827,169667,False,0.0
2026-07-20,29,CMP-family_b-APAC,family_b,APAC,3903.0687613249447,156122,False,0.0
2026-07-20,29,CMP-family_c-EMEA,family_c,EMEA,3891.8617776276974,155674,False,0.0
2026-07-20,29,CMP-family_c-AMER,family_c,AMER,4755.502581406321,190220,False,0.0
2026-07-20,29,CMP-family_c-APAC,family_c,APAC,4198.902246060191,167956,False,0.0
2026-07-20,29,CMP-family_d-EMEA,family_d,EMEA,4095.7050474617313,163828,False,0.0
2026-07-20,29,CMP-family_d-AMER,family_d,AMER,4416.0955555525225,176643,False,0.0
2026-07-20,29,CMP-family_d-APAC,family_d,APAC,4370.093232425428,174803,False,0.0
2026-07-27,30,CMP-family_a-EMEA,family_a,EMEA,4283.968906160684,171358,False,0.0
2026-07-27,30,CMP-family_a-AMER,family_a,AMER,4549.941060323964,181997,False,0.0
2026-07-27,30,CMP-family_a-APAC,family_a,APAC,4039.4229152216503,161576,False,0.0
2026-07-27,30,CMP-family_b-EMEA,family_b,EMEA,4128.05597861483,165122,False,0.0
2026-07-27,30,CMP-family_b-AMER,family_b,AMER,4623.895006638505,184955,False,0.0
2026-07-27,30,CMP-family_b-APAC,family_b,APAC,3980.292882123989,159211,False,0.0
2026-07-27,30,CMP-family_c-EMEA,family_c,EMEA,4098.883951678838,163955,False,0.0
2026-07-27,30,CMP-family_c-AMER,family_c,AMER,4602.39340159917,184095,False,0.0
2026-07-27,30,CMP-family_c-APAC,family_c,APAC,4040.862272370667,161634,False,0.0
2026-07-27,30,CMP-family_d-EMEA,family_d,EMEA,3677.729969053384,147109,False,0.0
2026-07-27,30,CMP-family_d-AMER,family_d,AMER,4230.254462743111,169210,False,0.0
2026-07-27,30,CMP-family_d-APAC,family_d,APAC,4348.217342492283,173928,False,0.0
2026-07-13,28,CMP-family_e-LAUNCH,family_e,EMEA,5543.2891839185395,90000,True,0.0
2026-07-20,29,CMP-family_e-LAUNCH,family_e,EMEA,6146.168648151784,90000,True,0.0
2026-07-27,30,CMP-family_e-LAUNCH,family_e,EMEA,6096.113090816735,90000,True,0.0
